ENSEMBL	SYMBOL	GENENAME	GO	EVIDENCE	ONTOLOGY	PATH
FBgn0086757	cbs	centrosomin's beautiful sister	GO:0048193	IC	BP	NA
FBgn0086757	cbs	centrosomin's beautiful sister	GO:0048471	IDA	CC	NA
FBgn0052687	CG32687	uncharacterized protein	GO:0007165	IBA	BP	NA
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0004842	IEA	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0004842	IEA	MF	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0004842	ISS	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0004842	ISS	MF	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005112	IPI	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005112	IPI	MF	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005737	IBA	CC	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005737	IBA	CC	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005737	IDA	CC	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005737	IDA	CC	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005938	IDA	CC	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0005938	IDA	CC	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0006511	IEA	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0006511	IEA	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0006622	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0006622	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008586	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008586	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008586	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008586	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008587	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0008587	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016348	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016348	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016348	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016348	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016567	IBA	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016567	IBA	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016567	ISS	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0016567	ISS	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0019915	IDA	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0019915	IDA	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0031623	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0031623	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0032880	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0032880	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0035209	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0035209	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0035331	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0035331	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0043161	IBA	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0043161	IBA	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045463	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045463	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045746	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045746	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045746	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045746	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045807	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045807	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045879	IGI	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0045879	IGI	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0048190	IMP	BP	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0048190	IMP	BP	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IBA	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IBA	MF	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IDA	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IDA	MF	04144
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IEA	MF	04120
FBgn0003557	Su(dx)	Suppressor of deltex	GO:0061630	IEA	MF	04144
FBgn0034793	asrij	asrij	GO:0002786	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:0005739	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0005764	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0005768	IBA	CC	NA
FBgn0034793	asrij	asrij	GO:0005768	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0005769	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0005794	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0006897	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:0010821	IGI	BP	NA
FBgn0034793	asrij	asrij	GO:0010821	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:0016020	ISM	CC	NA
FBgn0034793	asrij	asrij	GO:0035162	IEP	BP	NA
FBgn0034793	asrij	asrij	GO:0035170	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:0046427	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:0055037	IDA	CC	NA
FBgn0034793	asrij	asrij	GO:0061484	IGI	BP	NA
FBgn0034793	asrij	asrij	GO:0061484	IMP	BP	NA
FBgn0034793	asrij	asrij	GO:2000736	ISS	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0005516	IDA	MF	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0005634	IBA	CC	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0005737	IBA	CC	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0005737	IDA	CC	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0008440	IBA	MF	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0008440	IDA	MF	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0016301	IEA	MF	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0032958	IBA	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0032958	IDA	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0032958	IEA	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0035071	IGI	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0035071	IMP	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0048306	IDA	MF	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0051481	IMP	BP	NA
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	GO:0051765	IBA	MF	NA
FBgn0039538	CG12883	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0039538	CG12883	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0039538	CG12883	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0010300	brat	brain tumor	GO:0003730	IBA	MF	NA
FBgn0010300	brat	brain tumor	GO:0003730	IMP	MF	NA
FBgn0010300	brat	brain tumor	GO:0005515	IPI	MF	NA
FBgn0010300	brat	brain tumor	GO:0005737	IDA	CC	NA
FBgn0010300	brat	brain tumor	GO:0005829	IDA	CC	NA
FBgn0010300	brat	brain tumor	GO:0006417	TAS	BP	NA
FBgn0010300	brat	brain tumor	GO:0007400	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0007402	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0007405	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0007406	IGI	BP	NA
FBgn0010300	brat	brain tumor	GO:0007406	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0007419	HMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0007420	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0008270	IEA	MF	NA
FBgn0010300	brat	brain tumor	GO:0008285	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0008356	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0008582	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0009303	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0010629	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0014016	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0014019	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0017148	IBA	BP	NA
FBgn0010300	brat	brain tumor	GO:0017148	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0030182	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0030371	IBA	MF	NA
FBgn0010300	brat	brain tumor	GO:0030371	IMP	MF	NA
FBgn0010300	brat	brain tumor	GO:0035282	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0043025	IDA	CC	NA
FBgn0010300	brat	brain tumor	GO:0045179	IDA	CC	NA
FBgn0010300	brat	brain tumor	GO:0045180	IDA	CC	NA
FBgn0010300	brat	brain tumor	GO:0045182	TAS	MF	NA
FBgn0010300	brat	brain tumor	GO:0048477	HMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0050767	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:0055060	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:1900242	IMP	BP	NA
FBgn0010300	brat	brain tumor	GO:1902692	IGI	BP	NA
FBgn0033649	pyr	pyramus	GO:0001710	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0005104	TAS	MF	NA
FBgn0033649	pyr	pyramus	GO:0005615	IDA	CC	NA
FBgn0033649	pyr	pyramus	GO:0007498	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0007501	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0007509	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0007523	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0007526	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0008078	IGI	BP	NA
FBgn0033649	pyr	pyramus	GO:0008078	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0008083	IEA	MF	NA
FBgn0033649	pyr	pyramus	GO:0008347	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0008543	IGI	BP	NA
FBgn0033649	pyr	pyramus	GO:0008543	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0010002	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0021782	IGI	BP	NA
FBgn0033649	pyr	pyramus	GO:0035169	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0035170	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0048018	IMP	MF	NA
FBgn0033649	pyr	pyramus	GO:0051451	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0060252	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0061320	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0106091	IMP	BP	NA
FBgn0033649	pyr	pyramus	GO:0110122	IMP	BP	NA
FBgn0035766	eco	Establishment of cohesion	GO:0000785	IBA	CC	NA
FBgn0035766	eco	Establishment of cohesion	GO:0000785	ISS	CC	NA
FBgn0035766	eco	Establishment of cohesion	GO:0005634	IBA	CC	NA
FBgn0035766	eco	Establishment of cohesion	GO:0007064	IBA	BP	NA
FBgn0035766	eco	Establishment of cohesion	GO:0007064	IMP	BP	NA
FBgn0035766	eco	Establishment of cohesion	GO:0016407	ISS	MF	NA
FBgn0035766	eco	Establishment of cohesion	GO:0016747	IEA	MF	NA
FBgn0035766	eco	Establishment of cohesion	GO:0061733	IBA	MF	NA
FBgn0028331	l(1)G0289	lethal (1) G0289	NA	NA	NA	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0009636	IEP	BP	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0016020	IBA	CC	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0016020	IEA	CC	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0022857	IBA	MF	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0022857	IEA	MF	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0055085	IBA	BP	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0055085	IEA	BP	NA
FBgn0050344	CG30344	uncharacterized protein	GO:0097254	IEP	BP	NA
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0004497	IEA	MF	00903
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0004497	IEA	MF	01100
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0005506	IEA	MF	00903
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0005506	IEA	MF	01100
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0016705	IEA	MF	00903
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0016705	IEA	MF	01100
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0020037	IEA	MF	00903
FBgn0031688	Cyp28d2	Cytochrome P450 28d2	GO:0020037	IEA	MF	01100
FBgn0265048	cv-d	crossveinless d	GO:0005319	IBA	MF	NA
FBgn0265048	cv-d	crossveinless d	GO:0005319	IEA	MF	NA
FBgn0265048	cv-d	crossveinless d	GO:0005615	IDA	CC	NA
FBgn0265048	cv-d	crossveinless d	GO:0006869	IEA	BP	NA
FBgn0265048	cv-d	crossveinless d	GO:0007474	IMP	BP	NA
FBgn0265048	cv-d	crossveinless d	GO:0030513	IMP	BP	NA
FBgn0265048	cv-d	crossveinless d	GO:0036122	IPI	MF	NA
FBgn0265048	cv-d	crossveinless d	GO:0043395	IDA	MF	NA
FBgn0265530	lncRNA:CR44380	long non-coding RNA:CR44380	NA	NA	NA	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0000976	IBA	MF	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0002168	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0003677	IDA	MF	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0003713	IMP	MF	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0005515	IPI	MF	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0005634	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0005700	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0005703	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0006338	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0006357	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0007420	TAS	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0007444	TAS	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0007474	IGI	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0007474	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0007476	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0010628	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0010629	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0019899	IPI	MF	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0035075	IDA	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0035209	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0035209	TAS	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0044665	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0044666	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0045815	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0045944	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0048188	IBA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0048188	IDA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0048188	IEA	CC	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0048813	IMP	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0051568	IBA	BP	NA
FBgn0000139	ash2	absent, small, or homeotic discs 2	GO:0051568	IEA	BP	NA
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0003674	ND	MF	04141
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0005783	IEA	CC	04141
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0008150	ND	BP	04141
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0012505	HDA	CC	04141
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0012505	IBA	CC	04141
FBgn0021795	Tapdelta	Translocon-associated protein delta	GO:0016020	IEA	CC	04141
FBgn0037046	CG10581	uncharacterized protein	GO:0017111	IEA	MF	00230
FBgn0037046	CG10581	uncharacterized protein	GO:0017111	IEA	MF	00730
FBgn0037046	CG10581	uncharacterized protein	GO:0017111	IEA	MF	01100
FBgn0010894	sinu	sinuous	GO:0003015	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0005886	IDA	CC	NA
FBgn0010894	sinu	sinuous	GO:0005918	IBA	CC	NA
FBgn0010894	sinu	sinuous	GO:0005918	IDA	CC	NA
FBgn0010894	sinu	sinuous	GO:0007391	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0007424	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0016020	IEA	CC	NA
FBgn0010894	sinu	sinuous	GO:0019991	IBA	BP	NA
FBgn0010894	sinu	sinuous	GO:0019991	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0035151	IBA	BP	NA
FBgn0010894	sinu	sinuous	GO:0035151	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0060857	IMP	BP	NA
FBgn0010894	sinu	sinuous	GO:0061343	IMP	BP	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0001540	IBA	MF	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0005615	HDA	CC	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0005794	IBA	CC	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0005886	IBA	CC	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0019953	HEP	BP	NA
FBgn0031285	CG3662	uncharacterized protein	GO:0042985	IBA	BP	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0005737	IBA	CC	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0005737	ISS	CC	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0005829	IBA	CC	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0008641	IEA	MF	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0019008	IDA	CC	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0050905	IMP	BP	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0071566	IBA	MF	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0071566	ISS	MF	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0071569	IBA	BP	NA
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	GO:0071569	ISS	BP	NA
FBgn0015903	apt	apontic	GO:0000977	IDA	MF	NA
FBgn0015903	apt	apontic	GO:0001228	IDA	MF	NA
FBgn0015903	apt	apontic	GO:0003700	IDA	MF	NA
FBgn0015903	apt	apontic	GO:0003730	IDA	MF	NA
FBgn0015903	apt	apontic	GO:0005515	IPI	MF	NA
FBgn0015903	apt	apontic	GO:0005634	IDA	CC	NA
FBgn0015903	apt	apontic	GO:0005737	IDA	CC	NA
FBgn0015903	apt	apontic	GO:0007274	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0007298	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0007319	IGI	BP	NA
FBgn0015903	apt	apontic	GO:0007319	NAS	BP	NA
FBgn0015903	apt	apontic	GO:0007417	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0007424	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0007427	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0007507	TAS	BP	NA
FBgn0015903	apt	apontic	GO:0010468	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0035289	IMP	BP	NA
FBgn0015903	apt	apontic	GO:0043565	IDA	MF	NA
FBgn0015903	apt	apontic	GO:0045944	IDA	BP	NA
FBgn0015903	apt	apontic	GO:0046426	IGI	BP	NA
FBgn0015903	apt	apontic	GO:0048149	IMP	BP	NA
FBgn0053556	form3	formin 3	GO:0003779	IEA	MF	NA
FBgn0053556	form3	formin 3	GO:0016043	IEA	BP	NA
FBgn0053556	form3	formin 3	GO:0035147	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0002118	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0003700	NAS	MF	NA
FBgn0004652	fru	fruitless	GO:0003700	TAS	MF	NA
FBgn0004652	fru	fruitless	GO:0005634	IBA	CC	NA
FBgn0004652	fru	fruitless	GO:0006357	IBA	BP	NA
FBgn0004652	fru	fruitless	GO:0007417	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0007417	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0007517	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0007530	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0007530	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0007617	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0007620	NAS	BP	NA
FBgn0004652	fru	fruitless	GO:0007620	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0008049	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0008049	NAS	BP	NA
FBgn0004652	fru	fruitless	GO:0008049	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0016199	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0016543	NAS	BP	NA
FBgn0004652	fru	fruitless	GO:0016544	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0016545	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0021954	IDA	BP	NA
FBgn0004652	fru	fruitless	GO:0045433	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0045433	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0046661	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0048047	IGI	BP	NA
FBgn0004652	fru	fruitless	GO:0048047	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0048047	TAS	BP	NA
FBgn0004652	fru	fruitless	GO:0048065	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0048813	IMP	BP	NA
FBgn0004652	fru	fruitless	GO:0060179	IMP	BP	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0005096	IBA	MF	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0005096	IDA	MF	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0005096	IEA	MF	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0005096	IMP	MF	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0005737	IBA	CC	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0030695	IEA	MF	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0051056	IEA	BP	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0051058	IDA	BP	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0051058	IMP	BP	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0060293	IDA	CC	NA
FBgn0264895	RapGAP1	Rap GTPase activating protein 1	GO:0090630	IBA	BP	NA
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	00511
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	00520
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	00531
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	00603
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	00604
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	01100
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004553	IEA	MF	04142
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	00511
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	00520
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	00531
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	00603
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	00604
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	01100
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0004563	IEA	MF	04142
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	00511
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	00520
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	00531
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	00603
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	00604
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	01100
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005615	HDA	CC	04142
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	00511
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	00520
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	00531
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	00603
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	00604
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	01100
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005764	IBA	CC	04142
FBgn0041629	Hexo2	Hexosaminidase 2	GO:0005886	IBA	CC	00511
